seqnames	start	end	width	strand	gene_id	SYMBOL	gene_name	logFC	logCPM	F	PValue	FDR	mlog10PValue	simple_gene_name
chr8	131904093	132013642	109550	+	ENSG00000132294.15	EFR3A	EFR3A	0.351	6.76	7.48	0.0172	0.146	1.76	EFR3A
chr10	92574105	92655395	81291	+	ENSG00000138160.7	KIF11	KIF11	1.1	5.6	7.49	0.0172	0.146	1.76	KIF11
chr1	151540305	151583583	43279	+	ENSG00000143367.17	TUFT1	TUFT1	0.375	3.12	7.49	0.0172	0.146	1.77	TUFT1
chr1	158610704	158686715	76012	-	ENSG00000163554.15	SPTA1	SPTA1	-0.735	2.13	7.48	0.0172	0.146	1.76	SPTA1
chr15	48408313	48645721	237409	-	ENSG00000166147.15	FBN1	FBN1	0.783	1.22	7.49	0.0172	0.146	1.77	FBN1
chr15	75647912	75662301	14390	+	ENSG00000173548.9	SNX33	SNX33	-0.476	4.98	7.49	0.0172	0.146	1.76	SNX33
chr6	104936616	105083332	146717	+	ENSG00000187772.8	LIN28B	LIN28B	0.655	4.75	7.48	0.0172	0.146	1.76	LIN28B
chr3	150408298	150466422	58125	+	ENSG00000196428.13	TSC22D2	TSC22D2	0.553	5.11	7.49	0.0172	0.146	1.76	TSC22D2
chr11	2444684	2849105	404422	+	ENSG00000053918.18	KCNQ1	KCNQ1	-0.703	4.83	7.47	0.0173	0.146	1.76	KCNQ1
chr14	67676800	67695793	18994	-	ENSG00000072042.13	RDH11	RDH11	0.237	7.38	7.48	0.0173	0.146	1.76	RDH11
chr8	11795573	11839304	43732	+	ENSG00000079459.13	FDFT1	FDFT1	0.953	7.5	7.47	0.0173	0.146	1.76	FDFT1
chr20	472498	543835	71338	-	ENSG00000101266.19	CSNK2A1	CSNK2A1	0.276	7	7.48	0.0173	0.146	1.76	CSNK2A1
chr5	80654652	80876815	222164	+	ENSG00000113318.11	MSH3	MSH3	0.442	4.43	7.47	0.0173	0.146	1.76	MSH3
chr5	33440696	33468091	27396	+	ENSG00000113407.14	TARS1	TARS1	0.294	7.08	7.47	0.0173	0.146	1.76	TARS1
chr14	75079353	75127344	47992	-	ENSG00000119638.14	NEK9	NEK9	0.202	6.71	7.47	0.0173	0.146	1.76	NEK9
chr8	90993802	91040872	47071	-	ENSG00000155099.8	PIP4P2	PIP4P2	-0.423	3.89	7.47	0.0173	0.146	1.76	PIP4P2
chr15	59105126	59125045	19920	+	ENSG00000157456.8	CCNB2	CCNB2	0.829	4.53	7.47	0.0173	0.146	1.76	CCNB2
chr1	15152532	15220478	67947	+	ENSG00000171729.14	TMEM51	TMEM51	-0.829	5.74	7.47	0.0173	0.146	1.76	TMEM51
chr20	19757606	20002457	244852	+	ENSG00000132669.14	RIN2	RIN2	-0.309	6.2	7.46	0.0174	0.146	1.76	RIN2
chr12	1791963	1918666	126704	-	ENSG00000151062.15	CACNA2D4	CACNA2D4	0.707	3.73	7.45	0.0174	0.146	1.76	CACNA2D4
chr13	23288689	23433763	145075	-	ENSG00000151835.17	SACS	SACS	0.839	6.08	7.46	0.0174	0.146	1.76	SACS
chr7	73440406	73522293	81888	-	ENSG00000009954.11	BAZ1B	BAZ1B	0.385	7.33	7.44	0.0175	0.147	1.76	BAZ1B
chr5	122311354	122464219	152866	+	ENSG00000064692.20	SNCAIP	SNCAIP	-1.51	1.78	7.43	0.0175	0.147	1.76	SNCAIP
chr10	35126791	35212958	86168	+	ENSG00000095794.21	CREM	CREM	-0.689	3.52	7.43	0.0175	0.147	1.76	CREM
chr14	64704102	64750249	46148	+	ENSG00000126822.18	PLEKHG3	PLEKHG3	-1.66	-0.11	7.43	0.0175	0.147	1.76	PLEKHG3
chr22	41433494	41446801	13308	-	ENSG00000183864.5	TOB2	TOB2	-0.227	6.14	7.43	0.0175	0.147	1.76	TOB2
chr1	39955112	39969968	14857	+	ENSG00000168389.18	MFSD2A	MFSD2A	-1.03	4.57	7.42	0.0176	0.147	1.76	MFSD2A
chr18	3411608	3459978	48371	+	ENSG00000177426.22	TGIF1	TGIF1	-0.534	4.66	7.42	0.0176	0.147	1.76	TGIF1
chr19	54643889	54670359	26471	+	ENSG00000186818.13	LILRB4	LILRB4	-1.35	0.306	7.41	0.0176	0.147	1.75	LILRB4
chr7	92084987	92134803	49817	-	ENSG00000001630.18	CYP51A1	CYP51A1	1.09	7.64	7.4	0.0177	0.147	1.75	CYP51A1
chr1	5990927	6101193	110267	+	ENSG00000069424.16	KCNAB2	KCNAB2	-0.709	7.74	7.41	0.0177	0.147	1.75	KCNAB2
chr19	44207547	44237268	29722	+	ENSG00000131115.16	ZNF227	ZNF227	-0.343	4.29	7.4	0.0177	0.147	1.75	ZNF227
chr1	26876132	26890283	14152	-	ENSG00000142751.15	GPN2	GPN2	-0.29	5.08	7.4	0.0177	0.147	1.75	GPN2
chr3	9939450	9952408	12959	-	ENSG00000163704.13	PRRT3	PRRT3	-0.598	2.04	7.4	0.0177	0.147	1.75	PRRT3
chrX	153700492	153724565	24074	-	ENSG00000185825.17	BCAP31	BCAP31	-0.559	6.96	7.4	0.0177	0.147	1.75	BCAP31
chr12	27243968	27325959	81992	+	ENSG00000211455.8	STK38L	STK38L	0.27	6.57	7.4	0.0177	0.147	1.75	STK38L
chr17	61590421	61591219	799	-	ENSG00000253506.3	NACA2	NACA2	1.25	0.156	7.4	0.0177	0.147	1.75	NACA2
chr1	12166991	12209228	42238	+	ENSG00000028137.19	TNFRSF1B	TNFRSF1B	-0.329	8.14	7.39	0.0178	0.147	1.75	TNFRSF1B
chr1	113904619	113914086	9468	+	ENSG00000118655.8	DCLRE1B	DCLRE1B	0.259	4.56	7.39	0.0178	0.147	1.75	DCLRE1B
chr19	38244035	38292615	48581	+	ENSG00000167642.13	SPINT2	SPINT2	-0.446	6.19	7.38	0.0178	0.148	1.75	SPINT2
chr17	30831966	30895869	63904	+	ENSG00000176208.9	ATAD5	ATAD5	0.926	3.64	7.39	0.0178	0.147	1.75	ATAD5
chr12	93467514	93516214	48701	+	ENSG00000198015.14	MRPL42	MRPL42	0.433	5.05	7.39	0.0178	0.147	1.75	MRPL42
chr9	117704157	118083691	379535	+	ENSG00000285082.3	NA	NA	-0.815	2.48	7.39	0.0178	0.147	1.75	ENSG00000285082.3
chr1	165827614	165911618	84005	+	ENSG00000143179.16	UCK2	UCK2	0.501	5.45	7.37	0.0179	0.148	1.75	UCK2
chr1	32651142	32686211	35070	+	ENSG00000162521.19	RBBP4	RBBP4	0.25	7.42	7.36	0.0179	0.148	1.75	RBBP4
chr7	152644776	152676193	31418	-	ENSG00000196584.4	XRCC2	XRCC2	0.59	3.08	7.37	0.0179	0.148	1.75	XRCC2
chr20	49812713	49892242	79530	+	ENSG00000197818.12	SLC9A8	SLC9A8	-0.421	4.75	7.37	0.0179	0.148	1.75	SLC9A8
chr7	148697914	148801110	103197	+	ENSG00000055130.18	CUL1	CUL1	0.433	6.45	7.35	0.018	0.148	1.74	CUL1
chr12	94567122	94650557	83436	-	ENSG00000057704.13	TMCC3	TMCC3	0.665	5.56	7.35	0.018	0.148	1.74	TMCC3
chr20	4852356	5010293	157938	-	ENSG00000089057.15	SLC23A2	SLC23A2	-0.357	8.3	7.36	0.018	0.148	1.74	SLC23A2
chr7	105439661	105522271	82611	-	ENSG00000091127.14	PUS7	PUS7	0.283	3.96	7.35	0.018	0.148	1.74	PUS7
chr12	98515579	98550351	34773	+	ENSG00000120802.14	TMPO	TMPO	0.784	7.12	7.35	0.018	0.148	1.74	TMPO
chr1	35599541	35641526	41986	-	ENSG00000126067.12	PSMB2	PSMB2	0.246	6.84	7.36	0.018	0.148	1.75	PSMB2
chr3	32996609	33097202	100594	-	ENSG00000170266.16	GLB1	GLB1	-0.44	7.58	7.35	0.018	0.148	1.74	GLB1
chr8	143990056	143993415	3360	+	ENSG00000178719.17	GRINA	GRINA	-0.609	8.13	7.36	0.018	0.148	1.75	GRINA
chr19	11574653	11579993	5341	-	ENSG00000102575.14	ACP5	ACP5	-0.947	7.82	7.33	0.0181	0.149	1.74	ACP5
chr1	93179919	93278730	98812	+	ENSG00000122483.18	CCDC18	CCDC18	0.799	4.78	7.33	0.0181	0.149	1.74	CCDC18
chr5	58453982	58460139	6158	-	ENSG00000145632.15	PLK2	PLK2	0.47	2.59	7.33	0.0181	0.149	1.74	PLK2
chr4	145110838	145180589	69752	-	ENSG00000164164.17	OTUD4	OTUD4	0.483	6.63	7.34	0.0181	0.148	1.74	OTUD4
chr17	7459366	7484263	24898	-	ENSG00000174282.12	ZBTB4	ZBTB4	-0.464	7.45	7.34	0.0181	0.148	1.74	ZBTB4
chr12	124993645	125031231	37587	+	ENSG00000184992.13	BRI3BP	BRI3BP	0.665	7.25	7.35	0.0181	0.148	1.74	BRI3BP
chr1	243256034	243500091	244058	+	ENSG00000054282.16	SDCCAG8	SDCCAG8	0.301	5.74	7.32	0.0182	0.149	1.74	SDCCAG8
chr3	138494344	138594538	100195	-	ENSG00000114107.9	CEP70	CEP70	0.708	2.07	7.33	0.0182	0.149	1.74	CEP70
chr16	57735739	57757244	21506	+	ENSG00000140854.13	KATNB1	KATNB1	-0.531	3.59	7.33	0.0182	0.149	1.74	KATNB1
chr3	3700814	4467273	766460	-	ENSG00000144455.14	SUMF1	SUMF1	-0.238	5.51	7.32	0.0182	0.149	1.74	SUMF1
chr7	20330702	20415754	85053	+	ENSG00000105855.10	ITGB8	ITGB8	1.07	-0.205	7.31	0.0183	0.149	1.74	ITGB8
chr12	107685799	107713162	27364	+	ENSG00000136045.12	PWP1	PWP1	0.243	5.2	7.31	0.0183	0.149	1.74	PWP1
chr9	37120574	37358149	237576	+	ENSG00000147905.18	ZCCHC7	ZCCHC7	0.483	3.68	7.3	0.0183	0.149	1.74	ZCCHC7
chrX	15319452	15335554	16103	-	ENSG00000165195.16	PIGA	PIGA	-0.369	3.97	7.31	0.0183	0.149	1.74	PIGA
chr19	4402640	4445018	42379	+	ENSG00000167670.16	CHAF1A	CHAF1A	0.762	4.66	7.3	0.0183	0.149	1.74	CHAF1A
chr6	110099819	110180004	80186	-	ENSG00000112290.13	WASF1	WASF1	0.454	3.68	7.3	0.0184	0.149	1.74	WASF1
chr2	9403475	9423528	20054	-	ENSG00000119185.13	ITGB1BP1	ITGB1BP1	0.309	4.58	7.29	0.0184	0.149	1.73	ITGB1BP1
chr17	44141906	44162476	20571	+	ENSG00000125319.15	HROB	HROB	0.945	2.18	7.29	0.0184	0.149	1.74	HROB
chr17	4669774	4704337	34564	-	ENSG00000141456.16	PELP1	PELP1	0.399	5.61	7.29	0.0184	0.149	1.73	PELP1
chr11	65066300	65084164	17865	-	ENSG00000146670.10	CDCA5	CDCA5	1.08	4.09	7.29	0.0184	0.149	1.74	CDCA5
chr4	184694085	184734130	40046	-	ENSG00000151725.12	CENPU	CENPU	1.4	2.67	7.29	0.0184	0.149	1.73	CENPU
chr11	124622836	124635926	13091	+	ENSG00000154144.13	TBRG1	TBRG1	-0.321	6.35	7.3	0.0184	0.149	1.74	TBRG1
chr4	15778275	15853232	74958	+	ENSG00000004468.13	CD38	CD38	1.67	-0.112	7.27	0.0185	0.15	1.73	CD38
chr19	49806866	49817376	10511	-	ENSG00000010361.14	FUZ	FUZ	-0.621	2.94	7.28	0.0185	0.15	1.73	FUZ
chrX	47217860	47229997	12138	+	ENSG00000102225.17	CDK16	CDK16	0.346	5.98	7.27	0.0185	0.15	1.73	CDK16
chr13	72727749	72756198	28450	+	ENSG00000136122.18	BORA	BORA	0.409	3.74	7.28	0.0185	0.15	1.73	BORA
chr7	45912245	45921874	9630	-	ENSG00000146674.16	IGFBP3	IGFBP3	-1.84	0.539	7.28	0.0185	0.15	1.73	IGFBP3
chr22	35400134	35425431	25298	+	ENSG00000100297.16	MCM5	MCM5	0.739	7.2	7.26	0.0186	0.15	1.73	MCM5
chr15	41309273	41332591	23319	-	ENSG00000104147.9	OIP5	OIP5	0.777	1.88	7.26	0.0186	0.15	1.73	OIP5
chr7	7156934	7248616	91683	+	ENSG00000106392.11	C1GALT1	C1GALT1	0.33	4.96	7.26	0.0186	0.15	1.73	C1GALT1
chr19	4674341	4724673	50333	-	ENSG00000142002.19	DPP9	DPP9	-0.443	7.74	7.26	0.0186	0.15	1.73	DPP9
chr19	10316212	10333529	17318	-	ENSG00000161847.15	RAVER1	RAVER1	0.423	6.26	7.27	0.0186	0.15	1.73	RAVER1
chr16	2969270	2973484	4215	+	ENSG00000162073.14	PAQR4	PAQR4	0.66	3.37	7.26	0.0186	0.15	1.73	PAQR4
chr15	45430579	45448761	18183	+	ENSG00000166920.13	C15orf48	C15orf48	-1.39	1.93	7.26	0.0186	0.15	1.73	C15orf48
chr11	69294151	69341682	47532	+	ENSG00000172927.9	MYEOV	MYEOV	0.681	3.69	7.26	0.0186	0.15	1.73	MYEOV
chr15	41230839	41281887	51049	+	ENSG00000187446.12	CHP1	CHP1	0.312	7.34	7.27	0.0186	0.15	1.73	CHP1
chr2	63588609	63607197	18589	+	ENSG00000014641.21	MDH1	MDH1	-0.547	6.62	7.24	0.0187	0.15	1.73	MDH1
chr1	12063303	12144207	80905	+	ENSG00000120949.15	TNFRSF8	TNFRSF8	-0.503	2.36	7.25	0.0187	0.15	1.73	TNFRSF8
chr13	106489745	106535662	45918	-	ENSG00000125266.8	EFNB2	EFNB2	-0.899	0.579	7.25	0.0187	0.15	1.73	EFNB2
chr11	13276652	13387266	110615	+	ENSG00000133794.20	ARNTL	ARNTL	0.401	5.15	7.24	0.0187	0.15	1.73	ARNTL
chr2	99337371	99401326	63956	+	ENSG00000158417.11	EIF5B	EIF5B	0.299	6.58	7.24	0.0187	0.15	1.73	EIF5B
chr14	20781268	20782467	1200	+	ENSG00000169413.3	RNASE6	RNASE6	-0.417	7.31	7.25	0.0187	0.15	1.73	RNASE6
chr17	17200995	17206333	5339	-	ENSG00000179598.6	PLD6	PLD6	-0.971	1.25	7.24	0.0187	0.15	1.73	PLD6
chr10	50305586	50625163	319578	-	ENSG00000198964.14	SGMS1	SGMS1	-0.514	5.61	7.24	0.0187	0.15	1.73	SGMS1
chr17	15565483	15619704	54222	-	ENSG00000241322.11	CDRT1	CDRT1	-1.62	-0.577	7.24	0.0187	0.15	1.73	CDRT1
chr10	60869438	61001440	132003	-	ENSG00000072422.17	RHOBTB1	RHOBTB1	-0.518	4.92	7.23	0.0188	0.15	1.72	RHOBTB1
chr2	21001429	21044073	42645	-	ENSG00000084674.15	APOB	APOB	1.05	-0.617	7.24	0.0188	0.15	1.73	APOB
chr2	26970637	27027219	56583	+	ENSG00000084764.12	MAPRE3	MAPRE3	-0.734	1.74	7.23	0.0188	0.15	1.73	MAPRE3
chr20	57648392	57711536	63145	-	ENSG00000124225.16	PMEPA1	PMEPA1	-0.66	5.25	7.23	0.0188	0.15	1.73	PMEPA1
chr15	40764068	40767708	3641	+	ENSG00000137880.6	GCHFR	GCHFR	-0.56	4.02	7.22	0.0188	0.15	1.72	GCHFR
chr12	75480753	75503863	23111	+	ENSG00000139278.10	GLIPR1	GLIPR1	-0.325	7.28	7.24	0.0188	0.15	1.73	GLIPR1
chr4	39182504	39285810	103307	+	ENSG00000157796.18	WDR19	WDR19	-0.788	4.25	7.23	0.0188	0.15	1.73	WDR19
chr3	14112077	14124870	12794	-	ENSG00000163528.13	CHCHD4	CHCHD4	0.37	3.66	7.23	0.0188	0.15	1.72	CHCHD4
chr17	79932343	80035872	103530	-	ENSG00000167291.16	TBC1D16	TBC1D16	-0.66	5.76	7.23	0.0188	0.15	1.73	TBC1D16
chr2	177212694	177223959	11266	+	ENSG00000170144.22	HNRNPA3	HNRNPA3	0.221	8.56	7.22	0.0188	0.15	1.72	HNRNPA3
chr12	110027028	110073636	46609	-	ENSG00000174456.16	C12orf76	C12orf76	-0.604	2.64	7.23	0.0188	0.15	1.73	C12orf76
chr17	36103827	36105621	1795	+	ENSG00000275302.2	CCL4	CCL4	-1.42	4.39	7.22	0.0188	0.15	1.72	CCL4
chr7	16753755	16784536	30782	+	ENSG00000106537.8	TSPAN13	TSPAN13	-0.876	2.83	7.21	0.0189	0.15	1.72	TSPAN13
chr12	123918660	123972831	54172	-	ENSG00000119242.9	CCDC92	CCDC92	-0.336	5.57	7.22	0.0189	0.15	1.72	CCDC92
chr6	46704201	46735693	31493	-	ENSG00000146070.17	PLA2G7	PLA2G7	-1.19	7.73	7.22	0.0189	0.15	1.72	PLA2G7
chr6	33391823	33409896	18074	+	ENSG00000237649.8	KIFC1	KIFC1	0.941	4.85	7.21	0.0189	0.15	1.72	KIFC1
chr19	40447765	40465764	18000	-	ENSG00000090013.11	BLVRB	BLVRB	-1.05	4.49	7.21	0.019	0.15	1.72	BLVRB
chr10	100347233	100364826	17594	+	ENSG00000099194.6	SCD	SCD	1.03	10.7	7.2	0.019	0.15	1.72	SCD
chr10	98410939	98446963	36025	-	ENSG00000107521.21	HPS1	HPS1	-0.484	7.34	7.21	0.019	0.15	1.72	HPS1
chr10	24583609	24723887	140279	-	ENSG00000107863.20	ARHGAP21	ARHGAP21	0.463	7.61	7.19	0.019	0.15	1.72	ARHGAP21
chr1	211658657	211675630	16974	-	ENSG00000117650.13	NEK2	NEK2	0.865	3.52	7.21	0.019	0.15	1.72	NEK2
chr20	35201745	35278131	76387	-	ENSG00000126005.17	MMP24OS	MMP24OS	-0.359	5.13	7.21	0.019	0.15	1.72	MMP24OS
chr13	46125920	46211871	85952	-	ENSG00000136167.15	LCP1	LCP1	0.518	9.66	7.2	0.019	0.15	1.72	LCP1
chr5	1456480	1523962	67483	-	ENSG00000153395.10	LPCAT1	LPCAT1	-0.365	6.19	7.19	0.019	0.15	1.72	LPCAT1
chr3	126342635	126357408	14774	-	ENSG00000163884.4	KLF15	KLF15	-1.93	0.302	7.2	0.019	0.15	1.72	KLF15
chr9	90801787	90898549	96763	+	ENSG00000165025.15	SYK	SYK	-0.21	8.33	7.2	0.019	0.15	1.72	SYK
chr13	21153595	21176552	22958	-	ENSG00000165480.16	SKA3	SKA3	1.16	2.77	7.2	0.019	0.15	1.72	SKA3
chr11	924881	1012245	87365	+	ENSG00000183020.15	AP2A2	AP2A2	-0.48	6.45	7.2	0.019	0.15	1.72	AP2A2
chr1	7784291	7845177	60887	+	ENSG00000049246.15	PER3	PER3	-0.62	5.23	7.19	0.0191	0.15	1.72	PER3
chr1	26787054	26800659	13606	+	ENSG00000060642.12	PIGV	PIGV	-0.338	3.8	7.19	0.0191	0.15	1.72	PIGV
chr2	71064344	71079808	15465	+	ENSG00000124357.13	NAGK	NAGK	-0.455	7.07	7.18	0.0191	0.15	1.72	NAGK
chr18	50795120	50825402	30283	-	ENSG00000134042.14	MRO	MRO	-0.524	2.11	7.19	0.0191	0.15	1.72	MRO
chr2	174072447	174248599	176153	-	ENSG00000138430.16	OLA1	OLA1	0.288	5.74	7.19	0.0191	0.15	1.72	OLA1
chr15	51829628	51947295	117668	+	ENSG00000138594.14	TMOD3	TMOD3	0.291	6.4	7.18	0.0191	0.15	1.72	TMOD3
chr1	155308748	155320666	11919	+	ENSG00000160752.15	FDPS	FDPS	0.757	6.83	7.18	0.0191	0.15	1.72	FDPS
chr9	92325953	92620529	294577	+	ENSG00000188312.14	CENPP	CENPP	0.492	4.08	7.19	0.0191	0.15	1.72	CENPP
chr1	175156986	175192999	36014	-	ENSG00000235750.10	KIAA0040	KIAA0040	0.577	4.94	7.18	0.0191	0.15	1.72	KIAA0040
chrX	24465244	24550466	85223	+	ENSG00000067992.17	PDK3	PDK3	-0.383	5.46	7.17	0.0192	0.15	1.72	PDK3
chr19	46674275	46717127	42853	-	ENSG00000105287.13	PRKD2	PRKD2	0.619	4.85	7.17	0.0192	0.15	1.72	PRKD2
chr4	102630770	102760994	130225	-	ENSG00000109323.11	MANBA	MANBA	-0.338	7.17	7.17	0.0192	0.15	1.72	MANBA
chr1	112619805	112671616	51812	+	ENSG00000116489.13	CAPZA1	CAPZA1	0.484	8.19	7.17	0.0192	0.15	1.72	CAPZA1
chr1	35176378	35193446	17069	-	ENSG00000116560.12	SFPQ	SFPQ	0.263	7.96	7.18	0.0192	0.15	1.72	SFPQ
chr11	63506052	63516774	10723	+	ENSG00000133317.16	LGALS12	LGALS12	0.978	5.91	7.17	0.0192	0.15	1.72	LGALS12
chr11	77322017	77474635	152619	-	ENSG00000149269.10	PAK1	PAK1	0.445	8.3	7.16	0.0192	0.15	1.72	PAK1
chr4	127965306	128039953	74648	+	ENSG00000164074.16	ABHD18	ABHD18	0.396	4.57	7.18	0.0192	0.15	1.72	ABHD18
chr8	143790920	143815773	24854	-	ENSG00000180900.20	SCRIB	SCRIB	0.472	5.52	7.18	0.0192	0.15	1.72	SCRIB
chr17	68035636	68047364	11729	+	ENSG00000182481.10	KPNA2	KPNA2	0.403	7.61	7.17	0.0192	0.15	1.72	KPNA2
chr15	90902218	90922584	20367	+	ENSG00000196547.15	MAN2A2	MAN2A2	-0.752	6.17	7.16	0.0192	0.15	1.72	MAN2A2
chr7	139777051	140020325	243275	+	ENSG00000059377.19	TBXAS1	TBXAS1	-0.293	8.17	7.15	0.0193	0.15	1.71	TBXAS1
chr7	6022247	6059175	36929	-	ENSG00000086232.13	EIF2AK1	EIF2AK1	0.276	7	7.15	0.0193	0.15	1.71	EIF2AK1
chr14	50857891	50944483	86593	-	ENSG00000100504.17	PYGL	PYGL	-0.322	6.07	7.16	0.0193	0.15	1.71	PYGL
chr11	59171430	59208588	37159	+	ENSG00000110042.8	DTX4	DTX4	-0.443	3.27	7.16	0.0193	0.15	1.71	DTX4
chr2	177218667	177392756	174090	-	ENSG00000116044.17	NFE2L2	NFE2L2	-0.597	6.8	7.16	0.0193	0.15	1.72	NFE2L2
chr14	74763316	74859435	96120	+	ENSG00000119596.18	YLPM1	YLPM1	0.378	6.95	7.16	0.0193	0.15	1.72	YLPM1
chr1	230642481	230693982	51502	+	ENSG00000135775.14	COG2	COG2	0.218	5.38	7.16	0.0193	0.15	1.72	COG2
chr12	108562582	108569368	6787	+	ENSG00000136003.16	ISCU	ISCU	-0.344	6.06	7.15	0.0193	0.15	1.71	ISCU
chr1	169105697	169310992	205296	+	ENSG00000143153.14	ATP1B1	ATP1B1	-0.791	5.96	7.16	0.0193	0.15	1.71	ATP1B1
chr19	55600022	55603138	3117	+	ENSG00000171443.7	ZNF524	ZNF524	-0.475	3.86	7.15	0.0193	0.15	1.71	ZNF524
chr19	6436079	6465203	29125	-	ENSG00000125648.15	SLC25A23	SLC25A23	0.521	5.86	7.14	0.0194	0.15	1.71	SLC25A23
chr4	986997	1004564	17568	+	ENSG00000127415.13	IDUA	IDUA	-0.59	4.23	7.14	0.0194	0.15	1.71	IDUA
chr1	100083563	100132955	49393	-	ENSG00000156876.10	SASS6	SASS6	0.61	3.22	7.15	0.0194	0.15	1.71	SASS6
chr2	101007228	101252866	245639	-	ENSG00000204634.13	TBC1D8	TBC1D8	-0.514	5.11	7.14	0.0194	0.15	1.71	TBC1D8
chr7	93099513	93118023	18511	-	ENSG00000205413.8	SAMD9	SAMD9	0.586	6.05	7.14	0.0194	0.15	1.71	SAMD9
chr3	48465811	48467645	1835	+	ENSG00000213689.14	TREX1	TREX1	-0.391	4.52	7.14	0.0194	0.15	1.71	TREX1
chr3	186046314	186110318	64005	-	ENSG00000244405.8	ETV5	ETV5	0.51	8	7.14	0.0194	0.15	1.71	ETV5
chr19	49877666	49888750	11085	+	ENSG00000104946.14	TBC1D17	TBC1D17	-0.298	5.22	7.12	0.0195	0.15	1.71	TBC1D17
chr14	55148112	55191608	43497	-	ENSG00000126787.13	DLGAP5	DLGAP5	0.979	4.25	7.13	0.0195	0.15	1.71	DLGAP5
chr6	46652915	46678190	25276	+	ENSG00000153291.16	SLC25A27	SLC25A27	-0.994	2.19	7.13	0.0195	0.15	1.71	SLC25A27
chr4	155666726	155737059	70334	+	ENSG00000164116.17	GUCY1A1	GUCY1A1	0.807	3.16	7.13	0.0195	0.15	1.71	GUCY1A1
chr8	144522388	144527033	4646	-	ENSG00000254402.7	LRRC24	LRRC24	-0.829	0.618	7.13	0.0195	0.15	1.71	LRRC24
chr17	50543058	50555852	12795	+	ENSG00000006282.21	SPATA20	SPATA20	-0.343	5.47	7.12	0.0196	0.15	1.71	SPATA20
chr7	101127104	101139247	12144	+	ENSG00000106366.9	SERPINE1	SERPINE1	-1.34	-0.502	7.11	0.0196	0.15	1.71	SERPINE1
chr11	9573670	9593457	19788	+	ENSG00000166483.12	WEE1	WEE1	0.887	3.42	7.12	0.0196	0.15	1.71	WEE1
chr19	18173162	18178117	4956	+	ENSG00000216490.4	IFI30	IFI30	-1.04	8.38	7.11	0.0196	0.15	1.71	IFI30
chr4	13568738	13627725	58988	-	ENSG00000038219.13	BOD1L1	BOD1L1	0.43	7.27	7.1	0.0197	0.15	1.71	BOD1L1
chr16	84699986	84779922	79937	+	ENSG00000103194.16	USP10	USP10	0.575	6.62	7.09	0.0197	0.15	1.7	USP10
chr7	19695461	19709037	13577	-	ENSG00000105849.6	POLR1F	POLR1F	0.389	4.13	7.09	0.0197	0.15	1.7	POLR1F
chr17	7834217	7854796	20580	+	ENSG00000132510.11	KDM6B	KDM6B	-0.315	5.23	7.1	0.0197	0.15	1.71	KDM6B
chr1	52404602	52420836	16235	+	ENSG00000134748.13	PRPF38A	PRPF38A	0.225	5.59	7.1	0.0197	0.15	1.71	PRPF38A
chr22	44172956	44219533	46578	+	ENSG00000138964.17	PARVG	PARVG	-0.261	7.71	7.1	0.0197	0.15	1.71	PARVG
chr1	159289714	159308224	18511	+	ENSG00000179639.11	FCER1A	FCER1A	-2.04	2.47	7.1	0.0197	0.15	1.71	FCER1A
chr10	97222173	97292673	70501	-	ENSG00000213390.11	ARHGAP19	ARHGAP19	0.691	5.09	7.1	0.0197	0.15	1.71	ARHGAP19
chr19	35545600	35547526	1927	+	ENSG00000105677.12	TMEM147	TMEM147	-0.747	5.23	7.08	0.0198	0.151	1.7	TMEM147
chr10	89701590	89774939	73350	+	ENSG00000138182.15	KIF20B	KIF20B	0.865	4.91	7.08	0.0198	0.151	1.7	KIF20B
chr6	43576185	43620523	44339	+	ENSG00000170734.12	POLH	POLH	0.528	4.71	7.09	0.0198	0.15	1.7	POLH
chr12	118032687	118062430	29744	-	ENSG00000176871.9	WSB2	WSB2	-0.319	6.09	7.08	0.0198	0.151	1.7	WSB2
chr2	3497366	3519531	22166	-	ENSG00000182551.14	ADI1	ADI1	-0.325	6.37	7.08	0.0198	0.151	1.7	ADI1
chr3	196291219	196318299	27081	-	ENSG00000213123.11	DYNLT2B	DYNLT2B	0.722	0.685	7.09	0.0198	0.15	1.7	DYNLT2B
chr20	25294742	25390835	96094	-	ENSG00000100997.20	ABHD12	ABHD12	-0.386	7.48	7.07	0.0199	0.151	1.7	ABHD12
chr19	42387019	42390297	3279	-	ENSG00000105427.10	CNFN	CNFN	-0.695	1.62	7.07	0.0199	0.151	1.7	CNFN
chr1	211743457	211830763	87307	-	ENSG00000123684.13	LPGAT1	LPGAT1	0.663	6.7	7.07	0.0199	0.151	1.7	LPGAT1
chr6	28241697	28252269	10573	-	ENSG00000187626.9	ZKSCAN4	ZKSCAN4	-0.321	4.35	7.07	0.0199	0.151	1.7	ZKSCAN4
chr19	34734155	34745378	11224	+	ENSG00000197841.15	ZNF181	ZNF181	-0.513	3.52	7.07	0.0199	0.151	1.7	ZNF181
chr22	43955442	44010531	55090	+	ENSG00000100347.15	SAMM50	SAMM50	0.235	5.71	7.06	0.02	0.151	1.7	SAMM50
chr10	94402541	94536332	133792	+	ENSG00000108239.9	TBC1D12	TBC1D12	-0.597	6.5	7.06	0.02	0.151	1.7	TBC1D12
